Title,Old Url,New Url,Status,Notes,Group,Name,Whole Tag,Suggested Links
ema,http://www.direct.gov.uk/ema,https://www.gov.uk/1619-bursary-fund,301,Currently redirects to en/EducationAndLearning/14To19/MoneyToLearn/EMA/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
ema_apply,http://www.direct.gov.uk/ema_apply,https://www.gov.uk/1619-bursary-fund,301,Currently redirects to en/EducationAndLearning/14To19/MoneyToLearn/EMA/DG_066955,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
ema_good,http://www.direct.gov.uk/ema_good,https://www.gov.uk/education-maintenance-allowance-ema,301,Currently redirects to en/EducationAndLearning/14To19/MoneyToLearn/EMA/DG_066945,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
ema_much,http://www.direct.gov.uk/ema_much,https://www.gov.uk/education-maintenance-allowance-ema,301,Currently redirects to en/EducationAndLearning/14To19/MoneyToLearn/EMA/DG_066951,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
email-cdladvisor,http://www.direct.gov.uk/email-cdladvisor,"",410,"24/10/12 AK - leave as is, awaiting 404 option. Service no longer available.

Currently redirects to http://careersadvice-findacourse.direct.gov.uk/pls/hot_ufi/aff_page_pls_ask_advisor?a=260405&f=CDL",content-type site source status reviewed destination,alias directgov aliases closed yes gone,content-type:alias site:directgov source:aliases status:closed reviewed:yes destination:gone,""
email-learningadvisor,http://www.direct.gov.uk/email-learningadvisor,"",410,"24/10/12 AK - leave as is, awaiting 404 option. Service no longer available.

Currently redirects to http://www.learndirect-advice-search.co.uk/pls/hot_ufi/aff_page_pls_ask_advisor?a=260405&f=AI",content-type site source status reviewed destination,alias directgov aliases closed yes gone,content-type:alias site:directgov source:aliases status:closed reviewed:yes destination:gone,""
emaildvla,http://www.direct.gov.uk/emaildvla,http://emaildvla.direct.gov.uk,301,Currently redirects to http://emaildvla.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
emaparents,http://www.direct.gov.uk/emaparents,https://www.gov.uk/education-maintenance-allowance-ema,301,Currently redirects to en/Parents/Moneyandworkentitlements/YourMoney/DG_067577,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
emergency,http://www.direct.gov.uk/emergency,http://www.direct.gov.uk/en/Nl1/Newsroom/PublicSafety/DG_414,301,Currently redirects to en/Nl1/Newsroom/PublicSafety/DG_414,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
employee,http://www.direct.gov.uk/employee,https://www.gov.uk/browse/working,301,Currently redirects to en/Employment/Employees/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
employees,http://www.direct.gov.uk/employees,https://www.gov.uk/browse/work,301,Currently redirects to en/Employment/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
employment,http://www.direct.gov.uk/employment,https://www.gov.uk/browse/working,301,Currently redirects to en/Employment/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
employmentcontracts,http://www.direct.gov.uk/employmentcontracts,https://www.gov.uk/employment-contracts-and-conditions/overview,301,Currently redirects to en/Employment/Employees/EmploymentContractsAndConditions/DG_10027905,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
employmentnews,http://www.direct.gov.uk/employmentnews,http://www.direct.gov.uk/en/Nl1/Newsroom/Employmentnews/DG_182281,301,"24/10/12 AK - updated, forcing FURLs to resolve to original DG page so they can be passed to the NA.

Currently redirects to en/Nl1/Newsroom/Employmentnews/DG_182281",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
endorsements,http://www.direct.gov.uk/endorsements,https://www.gov.uk/penalty-points-endorsements/overview,301,Currently redirects to en/Motoring/DriverLicensing/EndorsementsAndDisqualifications/DG_4022550,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
energyhelp,http://www.direct.gov.uk/energyhelp,https://www.gov.uk/energyhelp,301,19/09/12 AK - just added. Points to http://www.direct.gov.uk/en/Nl1/Newsroom/Features/DG_WP202454,content-type status reviewed destination,alias closed no content,content-type:alias status:closed reviewed:no destination:content,""
energylabel,http://www.direct.gov.uk/energylabel,http://www.direct.gov.uk/en/Environmentandgreenerliving/Greenerhomeandgarden/Greenerlabelsandclaims/DG_064872,301,Currently redirects to en/Environmentandgreenerliving/Greenerhomeandgarden/Greenerlabelsandclaims/DG_064872?CID=EGL&PLA=url_mon&CRE=energy_label,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
energyrebate,http://www.direct.gov.uk/energyrebate,https://www.gov.uk/browse/benefits/heating,301,Currently redirects to en/Pensionsandretirementplanning/Benefits/BenefitsInRetirement/DG_185940,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
epc,http://www.direct.gov.uk/epc,https://www.gov.uk/buy-sell-your-home/energy-performance-certificates,301,Currently redirects to en/HomeAndCommunity/BuyingAndSellingYourHome/Energyperformancecertificates/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
epcadviser,http://www.direct.gov.uk/epcadviser,http://epcadviser.direct.gov.uk,301,Currently redirects to http://epcadviser.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
epetition,http://www.direct.gov.uk/epetition,http://epetitions.direct.gov.uk,301,Currently redirects to http://epetitions.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
epetitions,http://www.direct.gov.uk/epetitions,http://epetitions.direct.gov.uk,301,Currently redirects to http://epetitions.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
ers,http://www.direct.gov.uk/ers,https://www.gov.uk/enhanced-rider-scheme,301,Currently redirects to en/Motoring/LearnerAndNewDrivers/RidingMotorcyclesAndMopeds/DG_4022666,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
esa,http://www.direct.gov.uk/esa,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_199210,301,Currently redirects to en/Nl1/Newsroom/DG_199210,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
esf,http://www.direct.gov.uk/esf,https://www.gov.uk/help-leaving-benefits-starting-work,301,Currently redirects to en/Employment/Jobseekers/programmesandservices/DG_183454,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
everylessoncounts,http://www.direct.gov.uk/everylessoncounts,https://www.gov.uk/browse/education#/in-school,301,Currently redirects to en/EducationAndLearning/Schools/YourChildsWelfareAtSchool/DG_067554,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
everyparentmatters,http://www.direct.gov.uk/everyparentmatters,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_066880,301,Currently redirects to en/Nl1/Newsroom/DG_066880,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
